pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.841432225063939,0.898231413494181,-0.213439053530204,-0.755146867845758,328,31,APH1B|JAG2|PSEN1|MIB1|NEURL1B|DTX4|JAG1|DTX1|DNER|NUMB|CNTN1|DLK1|UBC|APH1A
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,0.201869158878505,0.369130982627915,0.608883761174145,1.28338966276259,107,6,CDK5R1|CDK5|RAC1|TIAM1
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,0.830258302583026,0.891629559324439,0.27992479540545,0.703771209396128,449,11,HRAS|GRB2|PTPN11|NRAS
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,0.794759825327511,0.868816569710255,-0.334238667554294,-0.75044899508579,363,7,FYN|NTRK2
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,0.220524017467249,0.392506393639416,-0.548309103604893,-1.2310904025784,100,7,PIK3R1|PIK3CA|NTRK2|NTF4
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,0.446969696969697,0.618215827000657,0.430732301207896,1.01860723650824,235,9,SHC1|HRAS|GRB2
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,0.0107066381156317,0.0430918070104366,-0.75538355562093,-1.64463724253969,4,6,PIK3R1|PIK3CA|IRS1|NTF3|NTRK3
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,0.455056179775281,0.623608430412904,0.438635258440529,0.998347393139874,242,8,SHC1|HRAS|GRB2
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,0.0715396578538103,0.180312226494723,0.360477870317073,1.34517174871444,45,57,H2AZ2|H2AX|H2AJ|H4C12|H3C10|H4C11|H2AC18|H2BC9|H2AC14|H2AC4|H4C9|H2AC7|H3C8|KDM1A|H4C2|H3C2|H3C7|H2BC12L|H2BC10|H3C3|H2BC13|H4C3|KLK2|H4C4|H2BC6|KLK3|H2BC14|H2BC11
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.00168918918918919,0.0121181297256976,0.610032793486098,1.87152228008418,0,23,NOD2|UBE2N|MAPKAPK3|IRAK2|MAPK14|IRAK1|MAP2K3|IKBKG|MAP2K6|RPS27A|TAB3|UBE2V1|MAPKAPK2
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,0.535655058043118,0.686541828912889,0.303809056345434,0.95375834084334,322,26,TUBB6|TUBB2A|CALM1|TUBB3|TUBA1C|PRKAG1|TUBA4A|TUBA3C|TUBA3D|TUBA8|TUBB4B|PRKAG3
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.238380809595202,0.41237803170051,0.269747684567127,1.12512540466012,158,113,H2AZ2|H2AX|POLR2H|CNOT6|EZH2|WDR5|POLR2F|CNOT9|H2AJ|POLR2L|POLR2E|H4C12|H3C10|H4C11|DPY30|PIAS2|NCOA3|POLR2D|POLR2G|H2AC18|H2BC9|H2AC14|H2AC4|EED|POLR2I|H4C9|PAGR1|H2AC7|H3C8|POLR2A|H4C2|POLR2J|PKNOX1|H3C2|H3C7|H2BC12L|H2BC10|H3C3
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,0.00158478605388273,0.0121181297256976,0.75144842359309,2.84202695254478,0,64,CCNB1|PTTG1|CDC20|UBE2C|CCNA2|CDK1|PSMB2|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|PSMA6|PSMC4|MAD2L1|NEK2|PSMD2|BUB1B|PSMA2|PSMB6|PSMD11|BUB3|PSMC3|PSMA7|PSMD6|PSMA4|PSMD1|UBE2S|PSMD14|PSMB1|PSMD13|PSMD8|SEM1|PSMC5|ANAPC7|UBE2D1|ADRM1|PSMC6|PLK1|PSMC1|PSMA1|PSMC2|ANAPC11
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.00164473684210526,0.0121181297256976,0.685705561289538,2.34571972148951,0,37,MCM10|MCM5|RPA3|CDC45|CDC25A|MCM6|CHEK1|CDC6|MCM4|HUS1|MCM2|DBF4|ORC1|MCM7|RFC5|RFC2|MCM3|CDC25C|ORC6|CLSPN|RPA1|CDC7|CDK2|RFC3|ORC5
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.322751322751323,0.502839244774729,0.40307194989839,1.11973912340317,182,15,BID|SFN|YWHAQ|YWHAZ|YWHAB|PPP3CC
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.173400673400673,0.331054490776713,0.379852325279485,1.23568142845452,102,30,TFDP1|BID|SFN|YWHAQ|YWHAZ|DYNLL1|TP63|E2F1|DYNLL2|YWHAB|BCL2L11|PPP3CC
REACTOME_ACTIVATION_OF_C3_AND_C5,0.188785046728972,0.35214914248922,0.620127910990015,1.30708979497241,100,6,CFB|C2
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,0.0897196261682243,0.21157228874907,0.675438091383239,1.42367118256816,47,6,CYCS|CASP7|CASP3|XIAP
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.0817438692098093,0.197883192441682,-0.351591160778294,-1.32848391251547,29,42,TBL1XR1|NCOA1|PPARA|ACACB|SP1|CREBBP|RXRA|IDI1|NFYB|CHD9|NCOA2|FASN|GGPS1|LSS|NFYC|MED1|ELOVL6|GPAM
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,0.0458553791887125,0.129452705545386,0.516940065097153,1.48214505516487,25,18,IRF7|IKBKE|TRAF3|TBK1|LY96|RPS27A|PTPN11|TANK|UBA52
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,0.612345679012346,0.748341671505785,-0.257232945715125,-0.900257540979206,247,29,GNB1|GNG12|GNG11|NCALD|PLCB1|DLG1|GNG2|GNG7
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.89448051948052,0.938600521615789,0.211517587244524,0.708843086294227,550,33,MMP9|PRSS2|FURIN|MMP1|MMP25|MMP11|KLK2|MMP10|CTRB1|MMP3
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.00156494522691706,0.0121181297256976,0.732873290992492,2.71040306818076,0,54,PSMB2|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|PSMA6|PSMC4|PSMD2|MALT1|PSMA2|PSMB6|PSMD11|PSMC3|PSMA7|PSMD6|PSMA4|PSMD1|FBXW11|PSMD14|PSMB1|NFKB1|PSMD13|PSMD8|BTRC|SEM1|NFKBIE|PSMC5|ADRM1|IKBKG|REL|PSMC6|PSMC1|PSMA1|PSMC2|RPS27A|NFKBIB|PSMD7|CARD11|PSMB7
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,0.0183823529411765,0.0654367822826342,0.739247675343526,1.62773310267546,9,7,CCNB1|CDK1|CCNB2|PLK1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,0.382262996941896,0.559004889963313,-0.230651831571888,-1.04650956208198,124,91,ARHGEF7|PRKAB2|TUBA1A|PRKAA2|DLG2|MAPK1|APBA1|NBEA|CREB1|CAMK2G|PRKAG2|MAPT|LIN7B|RPS6KA6|CAMK2D|DLG1|GRIN2A|GRIA4|ERBB4|CAMKK2|PRKAR1A|GRIN3A|PRKAR2B|KRAS|LIN7A|PRKAA1|ADCY1|PRKACB|RPS6KA2
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.51498127340824,0.673690543033609,0.487194442255298,0.969286885512375,274,5,TFDP1|E2F1|PMAIP1
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,0.165929203539823,0.320211108775015,-0.503377620823661,-1.28727163193434,74,10,PRKAB2|PPARGC1A|PRKAA2|PRKAG2
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.446969696969697,0.618215827000657,0.43094357551451,1.01910686362467,235,9,TFDP1|TP63|E2F1
REACTOME_ACTIVATION_OF_RAC1,0.205816554809843,0.373702366483163,-0.450351846736514,-1.2644426807405,91,13,PAK3|NCK1|SLIT2|PAK1|SOS2|PAK2|SOS1
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,0.810043668122271,0.878899839061626,-0.328489962300513,-0.737541721034252,370,7,ARHGEF7
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,0.471910112359551,0.639835637926037,0.51134529371155,1.01733567581084,251,5,RASGRP1|HRAS|NRAS
REACTOME_ACTIVATION_OF_SMO,0.142528735632184,0.292514336840891,-0.430647369594587,-1.34081456680852,61,18,BOC|CDON|PTCH1|GAS1|EVC|EVC2|KIF3A|EFCAB7
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,0.418141592920354,0.589754559233364,-0.40314382136283,-1.03094691412945,188,10,MAPK1|MAPK9|FOS|MAPK8|MAPK10|JUN|ATF2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.0845070422535211,0.202160755698852,-0.315495678171685,-1.30050030753403,29,59,RPS15A|RPS4X|EIF3M|EIF1AX|RPS28|EIF3L|EIF3H|RPS20|EIF3F|EIF3A|EIF4A2|EIF4B|RPS3A|EIF3E|RPS14|RPS23|RPS17|RPS24|RPS27L|RPS6|RPS27|RPS8
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE,0.26304347826087,0.440024993737332,-0.434083598844354,-1.16001932482571,120,11,GNB1|CNGA1|SLC24A1|PDE6A
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.00162337662337662,0.0121181297256976,0.718705130839468,2.40854280590293,0,33,POLE2|MCM10|MCM5|RPA3|CDC45|POLE4|MCM6|CDC6|MCM4|MCM2|CDT1|DBF4|ORC1|MCM7|MCM3|POLE3|ORC6|RPA1|CDC7|CDK2|POLA2|ORC5|PRIM1
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,0.538461538461538,0.687798977291472,-0.335125308168516,-0.925362444519888,244,12,TFAP2B|CREBBP|TFAP2A
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,0.962616822429906,0.980168810075352,0.262785951257489,0.553893525937929,514,6,ADORA2A|ADCYAP1|NGF|NTRK1
REACTOME_ACYL_CHAIN_REMODELING_OF_CL,0.794392523364486,0.868816569710255,0.352876521661361,0.743784132555117,424,6,LCLAT1|TAFAZZIN|PLA2G4A|HADHB|HADHA|PLA2G6
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,0.252136752136752,0.427079029448698,-0.577204873379422,-1.19594199295791,117,5,PNPLA3|MGLL|DGAT2
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.0633333333333333,0.166681394207167,0.46985579849225,1.45989635319985,37,25,PLBD1|PLA2G3|PLA2G4D|PLA2G2F|PLA2G12A|MBOAT2|LPCAT1|LPCAT3|PLA2G4F|PLA2G5|PLA2G2D|PLA2G2A
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.0788177339901478,0.192941494027937,0.447885407599926,1.42614984633489,47,27,PLBD1|PLA2G3|PLA2G4D|PLA2G2F|PLA2G12A|MBOAT2|PLAAT4|LPCAT3|PLA2G4F|PLA2G5|PLA2G2D|PLA2G2A|PLAAT1|PLAAT2|PNPLA8
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.2478184991274,0.422241776865228,0.419361253500601,1.18909869732734,141,17,PLA2G3|PLA2G4D|PLA2G2F|PLA2G12A|LPCAT1|PLA2G4F|PLA2G5|PLA2G2D|PLA2G2A
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,0.0545774647887324,0.147549061387995,0.539702388579677,1.50879152581596,30,16,PLBD1|PLA2G4D|PLA2G2F|MBOAT7|PLA2G12A|PLA2G4F|PLA2G5|PLA2G2D|PLA2G2A
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.704152249134948,0.816560719795037,0.281915770538138,0.831368997990726,406,20,PLA2G4D|PLA2G2F|PLA2G12A|OSBPL10|LPCAT3|PLA2G4F|PLA2G5|PLA2G2D|PLA2G2A|PLA1A
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.00111731843575419,0.0121181297256976,0.408241970717278,2.06838535756129,0,765,S100A9|PSME2|CDC20|MYD88|UBE2C|CD274|UBE2F|FBXO9|UBE2N|AP2S1|IFI30|PSMB2|TUBB6|PSMB8|KIF20A|KIF2C|PSMA3|CTSC|PSMB5|PSMA5|PSMD12|PSMB3|UBE2L6|PSME1|PSMA6|PSMC4|DCTN5|HERC6|PRKCQ|S100A8|UBE2L3|SLAMF7|KIF4A|PSMB10|TAP1|PSMD2|DTX3L|MALT1|CTSB|UBE2D3|SAR1B|KIF2A|PSMA2|CTLA4|UBE2G1|PSMB6|TRIM69|TRIP12|PPIA|PSMD11|LCK|UBE2H|SEC61G|PSMC3|PSMA7|CD3D|CSK|RBX1|KLRB1|XDH|LRR1|PSMD6|PSMA4|SEC61B|BLNK|ACTR1A|LYN|UBA6|ENAH|ELOC|CLTA|ELOB|SEC61A1|CTSA|SOCS3|PPP2CA|KIF11|CENPE|FBXO6|PSMD1|HLA-E|UBE2S|UBE3C|UBE2A|RBBP6|FCGR1A|FBXW11|ICOS|SELL|SYK|CCNF|TAP2|CTSD|RACGAP1|PSMB9|PSMD14|FBXO22|PSMB1|TUBB2A|NFKB1|MAPKAP1|RASGRP1|FBXL19|PAG1|HSPA5|LAG3|PSMD13|CALM1|PSMD8|RAET1E|BTRC|UBE2J1|FBXL20|SEM1|UBE2M|NFKBIE|PSMC5|SH2D1A|KIF23|UBE2K|IFITM1|CD247|PLCG2|YWHAZ|ANAPC7|UBA5|CTSL|PTPRC|UBE2D1|ADRM1|IKBKG|HLA-G|DAPP1|LAIR2|REL|CD80|NCR3|FCGR1BP|DYNLL1|ITGB2|TLR2|TUBB3|TAPBP|PSMC6|UBE2D2|HRAS|RNF7|FBXW5|PSMC1|PSMA1|PIK3R2|CD36|SKP2|SEC24A|CD28|BCAP31|PSMC2|CD3G|KIF15|TUBA1C|CTSS|GRB2|RNF213|ANAPC11|AP1S3|FBXW9|ASB7|ITCH|BTLA|FBXO10|KIF22|RAB7A|PPP2R1B|SOCS1|HLA-DMB|KBTBD8|LILRB4|NCF2|AP1M2|CAPZA1|FYB1|TRAF7|LILRB1|ATG7|PIK3CD|KIF18A|ANAPC1|ITGAL|SEC13|GLMN|NPEPPS|AP1B1|TRIM21|UBE2J2|LILRA4|AP1G1|CXADR|TREM2|ITGA4|LMO7|CD8A|CLEC2D|RNF126|ERAP1|SFTPD|HLA-DPA1|HLA-B|AP1S2|LY96|YES1|CD86|PPP2R5B|CYBA|RPS27A|ITK|VAMP3|PTPN22|GRAP2|KEAP1|NFKBIB|ZAP70|PSMD7|IGHM|PILRA|HLA-C|KLC1|SIAH2|TYROBP|HLA-DOB|ARIH2|CARD11|AP2M1|UBE2V2|ARF1|SEC24C|PSMB7|VAMP8|FKBP1A|LCP2|CANX|UBE3D|WAS|DNM2|UBE2E1|CD40|MIB2|PPP2R1A|HECTD1|CYBB|LILRB3|DYNLL2|SIGLEC7|PTPN11|MLST8|TREM1|HLA-F|LILRA6|TREML1|LILRB2|SMURF1|HERC5|UBE2V1|RASGRP2|DCTN2|TUBA4A|HLA-DRA|ICAM1|MAP3K8|ZNRF2|TREML2|FBXW2|THOP1|FBXO41|FBXL18|PIK3R5|KLRD1|RNF138|CUL1|HLA-DQA1|CLEC4G|PSMD3|KLHL42|HLA-DOA|IKBKB|JAML|LGMN|LAT|ICAM3|CD96|YWHAB|LAIR1|KIF5B|CDC27|RAC1|TUBA3C|UBE3B|CD300A|CDH1|CDC26|FZR1|VAV1|VASP|CDC34|TUBA3D|HERC4|PDIA3|AP1M1|UBE2Z|CRTAM|TRIM11|CD1B|ASB6|FBXO4|STX4|DCTN3|TPP2|CDC42|RNF123|KLHL5|CHUK|UBA7|LILRA2|MICB|DCTN6|BTNL2|CDC23|TUBA8|CD3E|SIGLEC10|UBA52|KIR3DL2
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,0.084070796460177,0.201657064797767,-0.558336632861627,-1.42781657113893,37,10,ADCY2|ADCY6|ADCY9|GNAL|ADCY4|ADCY1|ADCY5
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,0.20137299771167,0.368702404621675,-0.434473489175049,-1.2438970500682,87,14,ADCY2|GNAI1|ADCY6|ADCY9|GNAL|ADCY4|ADCY1|ADCY5
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.0278551532033426,0.0898504671017568,-0.364376028450693,-1.49583127655127,9,57,CTNND1|ANG|AGO4|TNRC6A|ADAM33|SP1|CADM3|CDH12|TNRC6C|AGO3|TNRC6B|ZEB2|CDH19|CADM1|CTNNA1|AGO1|CDH10|CTNNB1|SOX10|AMOT|CADM2|CDH11|NECTIN3
REACTOME_ADIPOGENESIS,0.0449101796407186,0.12809347167715,-0.277549293912718,-1.30059513279936,14,110,SMAD4|TBL1XR1|GATAD2B|HNRNPU|NCOA1|NCOR2|ADIRF|ZNF423|PPARGC1A|FAM120B|PPARA|NR2F2|COX7A1|CREBBP|RXRA|EBF1|MED13|MED13L|KLF4|CHD9|BMP7|MTA1|NCOA2|ELOVL3|EBF2|PPARG|MED31|RBBP4|MTA3|CDK19|NCOR1|PLIN1|ZNF638|LPL
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.166212534059946,0.320411864471545,-0.319623311984348,-1.20769369484767,60,42,ADCY2|GNB1|GNAI1|GNG12|CREB1|GNAS|GNG11|ADCY6|ADCY9|GNG2|PRKAR1A|GNG7|PRKAR2B|ADCY4|ADCY1|PRKACB|GNAZ|ADCY5
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.663333333333333,0.788673763583943,0.280042412672499,0.867939521937005,397,24,GNA15|GNG5|MAPK14|P2RY1
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,0.490697674418605,0.655853959750222,-0.29534376266852,-0.957263019331634,210,21,GNB1|GNAI1|GNG12|GNG11|GNG2|GNG7
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,0.0330788804071247,0.101037254821333,-0.46358013186297,-1.56946628470763,12,27,GNB1|CACNA2D2|ADRA2A|GNAI1|GNG12|GNG11|CACNB2|ADCY6|GNG2|CACNA1D|GNG7
REACTOME_ADRENOCEPTORS,0.00210970464135021,0.0137592780806308,-0.725195795398208,-1.7984145060626,0,9,ADRB2|ADRA2A|ADRA1A|ADRB1
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.378427787934186,0.556127020590782,0.420153289686525,1.08041705227191,206,12,S100A12|DDOST|CAPZA1
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.00130039011703511,0.0121181297256976,0.531252367584536,2.45614369480476,0,244,RAB5IF|IDH3A|HIGD1A|GID8|ATP5MF|CYCS|SCO2|GOT2|HCCS|NDUFA7|NDUFS6|UQCRQ|MDH2|COX6B1|MAEA|NDUFA13|NDUFA11|ATP5MK|TACO1|ATP5MC1|NDUFB10|COX7B|UQCRH|NDUFA9|CYC1|RMND5A|ATP5PB|SUCLG1|NDUFB8|NDUFAF2|SDHB|TMEM126A|NDUFB4|GOT1|ATP5PF|COX8A|COX6A1|UQCRFS1|NDUFS8|ATP5ME|UQCR11|SLC25A13|UQCR10|ATP5MC3|TIMMDC1|ATP5F1D|NDUFB2|NDUFB9|ATP5MJ|ATP5F1B|NDUFA6|ATP5PD|IDH3B|COX5A|COX20|NDUFAF6|DLAT|ETFA|NDUFS3|LDHA|NDUFS7|PET100|FH|NDUFAB1|NDUFAF4|SCO1|NDUFV2|KGD4|TRAP1|NDUFB6|PGAM5|TMEM177|UQCC2|VDAC1|COA3|NDUFB3|NDUFA1|NDUFB7|HSPA9|SDHC|ACO2|COX5B|NDUFC1|SFXN4|COA1|UQCC3|ATP5F1C|ATP5MG|NDUFA8|NDUFA3|GID4|ISCA1|NDUFA4|IDH2|NDUFAF8|NDUFA2|FAHD1|RPS27A|SLC25A11|COX16|RANBP9|CSKMT|FOXRED1|COX17|UQCC1|NDUFA12|ATP5PO|TIMM21|DMAC2|UQCRC2|WDR26|NDUFAF1|NDUFB11|NDUFV1|LETM1|COX14|NDUFB1|NDUFS1|PKM|L2HGDH|NDUFV3|MDH1|SDHAF3|COX7C|NDUFS2|ME2|PDHB|SLC25A14|LYRM4|GSTZ1|UCP3|LYRM2|UQCRC1|SDHAF2|UBA52|ME1|UCP2|SDHAF1|NDUFAF5
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.932400932400932,0.966473588283333,-0.209469604767354,-0.635768846889814,399,17,MGST3|CYP3A4|MGST1|CYP3A5
REACTOME_AGGREPHAGY,0.16852146263911,0.323501369796884,0.359396702669329,1.26300312580253,105,41,UBE2N|TUBB6|VCP|TUBB2A|DYNLL1|TUBB3|TUBA1C|RPS27A|DYNLL2|UBE2V1|PARK7|TUBA4A|TUBA3C|TUBA3D|TUBA8|UBA52
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,0.217391304347826,0.389380347997582,-0.426051948947742,-1.21978619104739,94,14,GSK3B|AKT2|AKT3|CDKN1B|MKRN1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,0.0641592920353982,0.168092624553195,-0.577758453009098,-1.47748337610229,28,10,FOXO1|AKT2|CREB1|AKT3|FOXO6|FOXO3
REACTOME_ALK_MUTANTS_BIND_TKIS,0.528336380255942,0.680704478383106,0.360602585258705,0.927283426716763,288,12,NPM1|STRN
REACTOME_ALPHA_DEFENSINS,0.0262172284644195,0.0867596060479956,0.720221947628207,1.63924739304611,13,8,PRSS3|PRSS2|DEFA1
